"No.","Time","Source","Destination","Protocol","Length","Info"
"5644","46.421083","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=1267011 Ack=1003 Win=269056 Len=1240"
"5645","46.421085","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=1269491 Ack=1003 Win=269056 Len=1240"
"5646","46.421087","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=1270731 Ack=1003 Win=269056 Len=1240"
"5832","46.457870","192.168.2.103","172.217.4.202","TCP","1386","[TCP Retransmission] 1373  >  443 [PSH, ACK] Seq=14653 Ack=9108 Win=65536 Len=1240 [TCP PDU reassembled in 5696]"
"5917","46.477143","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [PSH, ACK] Seq=1431931 Ack=1003 Win=269056 Len=1240"
"6272","50.547867","192.168.2.103","157.240.26.49","TCP","217","[TCP Retransmission] 1295  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=253 Len=71"
"6289","50.857532","192.168.2.103","157.240.26.49","TCP","217","[TCP Retransmission] 1295  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=253 Len=71"
"6317","51.471499","192.168.2.103","157.240.26.49","TCP","217","[TCP Retransmission] 1295  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=253 Len=71"
"6341","52.675732","192.168.2.103","157.240.26.49","TCP","217","[TCP Retransmission] 1295  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=253 Len=71"
"6413","55.082105","192.168.2.103","157.240.26.49","TCP","217","[TCP Retransmission] 1295  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=253 Len=71"
"6658","56.308949","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [PSH, ACK] Seq=1641613 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 6647]"
"6976","56.383138","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [PSH, ACK] Seq=1859853 Ack=1577 Win=268544 Len=1240"
"7054","56.399225","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=1898293 Ack=1577 Win=268544 Len=1240"
"7055","56.399229","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [PSH, ACK] Seq=1899533 Ack=1577 Win=268544 Len=1240"
"7056","56.399234","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=1900773 Ack=1577 Win=268544 Len=1240"
"7074","56.403341","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=1906973 Ack=1577 Win=268544 Len=1240"
"7496","56.497595","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [PSH, ACK] Seq=2143701 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 7566]"
"7497","56.497599","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=2144941 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 7566]"
"7735","56.551417","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=2282581 Ack=1577 Win=268544 Len=1240"
"7992","56.603415","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [PSH, ACK] Seq=2448741 Ack=1577 Win=268544 Len=1240"
"8101","56.625278","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=2520661 Ack=1577 Win=268544 Len=1240"
"8103","56.625283","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=2524381 Ack=1577 Win=268544 Len=1240"
"8143","56.634165","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [PSH, ACK] Seq=2546701 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 8231]"
"8144","56.634169","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=2547941 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 8231]"
"8305","56.669760","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [PSH, ACK] Seq=2643421 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 8310]"
"8867","56.797768","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=2969541 Ack=1577 Win=268544 Len=1240"
"9169","59.894299","192.168.2.103","157.240.26.49","TCP","217","[TCP Retransmission] 1295  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=253 Len=71"
"10199","66.136096","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=3783867 Ack=2151 Win=268032 Len=1240"
"10200","66.136099","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [ACK] Seq=3785107 Ack=2151 Win=268032 Len=1240"
"10201","66.136205","172.217.4.202","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1378 [PSH, ACK] Seq=3786347 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 10224]"
