"No.","Time","Source","Destination","Protocol","Length","Info"
"1369","18.034737","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [PSH, ACK] Seq=64639 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1370","18.034741","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=65879 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1371","18.034746","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=67119 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1373","18.034754","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=69599 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1374","18.034759","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=70839 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1375","18.034762","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [PSH, ACK] Seq=72079 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1376]"
"1396","18.039222","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=63399 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1397","18.039226","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [PSH, ACK] Seq=64639 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1398","18.039229","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=65879 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1399","18.039232","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=67119 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1400","18.039235","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=68359 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1401","18.039238","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=69599 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1402","18.039241","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=70839 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1408","18.041869","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [PSH, ACK] Seq=72079 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1376]"
"1409","18.041872","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=73319 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1376]"
"1412","18.043835","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=74559 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1377]"
"1424","18.045206","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=65879 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1426","18.045212","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=68359 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
