"No.","Time","Source","Destination","Protocol","Length","Info"
"27264","122.615522","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=13464470 Ack=5595 Win=264960 Len=1240 [TCP PDU reassembled in 27280]"
"27303","122.620421","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=13486790 Ack=5595 Win=264960 Len=1240"
"27363","122.627012","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=13494230 Ack=5595 Win=264960 Len=1240"
"27689","122.685283","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=13678990 Ack=5595 Win=264960 Len=1240 [TCP PDU reassembled in 27776]"
"27708","122.689189","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=13683950 Ack=5595 Win=264960 Len=1240 [TCP PDU reassembled in 27776]"
"27738","122.695177","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=13713710 Ack=5595 Win=264960 Len=1240 [TCP PDU reassembled in 27776]"
"27764","122.699376","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=13728590 Ack=5595 Win=264960 Len=1240 [TCP PDU reassembled in 27776]"
"28921","132.719033","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [PSH, ACK] Seq=14289218 Ack=6169 Win=264448 Len=1240 [TCP PDU reassembled in 28938]"
"30054","132.938274","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=15003458 Ack=6169 Win=264448 Len=1240 [TCP PDU reassembled in 30101]"
"31323","142.378167","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1246 [ACK] Seq=272989 Ack=76388 Win=205312 Len=1240 [TCP PDU reassembled in 31375]"
"31327","142.378177","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1246 [ACK] Seq=277949 Ack=76388 Win=205312 Len=1240 [TCP PDU reassembled in 31375]"
"31390","142.387727","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1246 [ACK] Seq=318869 Ack=76388 Win=205312 Len=1240"
"31533","142.411529","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1246 [ACK] Seq=380869 Ack=76388 Win=205312 Len=1240 [TCP PDU reassembled in 31610]"
"31575","142.417281","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1246 [ACK] Seq=408149 Ack=76388 Win=205312 Len=1240 [TCP PDU reassembled in 31610]"
"31708","142.444981","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1246 [PSH, ACK] Seq=496189 Ack=76388 Win=205312 Len=1240"
"31832","142.467244","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1246 [PSH, ACK] Seq=574309 Ack=76388 Win=205312 Len=1240 [TCP PDU reassembled in 31857]"
"31882","142.477745","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1246 [ACK] Seq=602829 Ack=76388 Win=205312 Len=1240"
"31946","142.488330","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1246 [PSH, ACK] Seq=656149 Ack=76388 Win=205312 Len=1240"
"32058","142.506585","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1246 [ACK] Seq=750389 Ack=76388 Win=205312 Len=1240 [TCP PDU reassembled in 32092]"
"32173","142.527815","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1246 [ACK] Seq=822309 Ack=76388 Win=205312 Len=1240 [TCP PDU reassembled in 32185]"
"32664","142.617817","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1246 [ACK] Seq=1200509 Ack=76388 Win=205312 Len=1240 [TCP PDU reassembled in 32678]"
"33241","146.337317","142.250.191.170","192.168.2.103","TCP","158","[TCP Previous segment not captured] 443  >  1246 [ACK] Seq=1525016 Ack=76388 Win=205312 Len=0 SLE=77628 SRE=78321"
"34720","204.322527","20.198.2.181","192.168.2.103","TCP","146","[TCP Previous segment not captured] 443  >  1267 [FIN, ACK] Seq=7026 Ack=3244 Win=4193792 Len=0"
