"No.","Time","Source","Destination","Protocol","Length","Info"
"49277","51.413769","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=1793709 Ack=1577 Win=268544 Len=1240"
"49332","51.427423","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=1814789 Ack=1577 Win=268544 Len=1240"
"49383","51.439004","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=1829669 Ack=1577 Win=268544 Len=1240"
"49425","51.446822","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=1839589 Ack=1577 Win=268544 Len=1240"
"49477","51.464280","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=1844549 Ack=1577 Win=268544 Len=1240"
"50544","51.767760","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=2169317 Ack=1577 Win=268544 Len=1240"
"50760","51.836686","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=2223877 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 50776]"
"51015","51.917703","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=2309437 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 51031]"
"51152","51.959907","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=2357797 Ack=1577 Win=268544 Len=1240"
"51194","51.970732","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=2381357 Ack=1577 Win=268544 Len=1240"
"51233","51.984076","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=2392517 Ack=1577 Win=268544 Len=1240"
"51248","51.986040","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=2396237 Ack=1577 Win=268544 Len=1240"
"51452","52.046887","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=2463197 Ack=1577 Win=268544 Len=1240"
"51458","52.046907","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=2470637 Ack=1577 Win=268544 Len=1240"
"51463","52.048485","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=2476837 Ack=1577 Win=268544 Len=1240"
"52087","52.241873","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=2673997 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 52124]"
"52138","52.256846","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=2697557 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 52159]"
"52288","52.296375","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=2758317 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 52346]"
"52362","52.316793","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=2785597 Ack=1577 Win=268544 Len=1240"
"52432","52.337126","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=2811637 Ack=1577 Win=268544 Len=1240"
"52912","52.499866","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=2985237 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 52944]"
"77253","61.397995","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=3204930 Ack=2151 Win=268032 Len=1240"
"77312","61.407104","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=3243370 Ack=2151 Win=268032 Len=1240"
"77483","61.439072","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=3372330 Ack=2151 Win=268032 Len=1240"
"77489","61.439091","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=3379770 Ack=2151 Win=268032 Len=1240"
"77507","61.442268","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=3390930 Ack=2151 Win=268032 Len=1240"
"78027","61.541286","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=3720658 Ack=2151 Win=268032 Len=1240"
"78323","61.597490","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=3909138 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 78336]"
"78463","61.630068","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=4004618 Ack=2151 Win=268032 Len=1240"
"78507","61.637850","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=4030658 Ack=2151 Win=268032 Len=1240"
"78740","61.679694","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=4186898 Ack=2151 Win=268032 Len=1240"
"78753","61.682115","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=4193098 Ack=2151 Win=268032 Len=1240"
"78781","61.688546","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=4216658 Ack=2151 Win=268032 Len=1240"
"78798","61.690669","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=4231538 Ack=2151 Win=268032 Len=1240"
"78955","61.727373","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=4341898 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 78968]"
"79003","61.737488","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=4380338 Ack=2151 Win=268032 Len=1240"
"79026","61.741306","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=4397698 Ack=2151 Win=268032 Len=1240"
"79196","61.776485","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=4515498 Ack=2151 Win=268032 Len=1240"
"79352","63.559200","192.168.2.103","142.250.191.138","TCP","146","[TCP Previous segment not captured] 2193  >  443 [ACK] Seq=13958 Ack=9099 Win=65024 Len=0"
"82586","71.438400","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=4825648 Ack=2725 Win=267520 Len=1240 [TCP PDU reassembled in 82629]"
"82762","71.469378","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=4939728 Ack=2725 Win=267520 Len=1240"
"83351","71.577867","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=5300456 Ack=2725 Win=267520 Len=1240"
"83358","71.579490","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=5307896 Ack=2725 Win=267520 Len=1240"
"83582","71.627556","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=5421864 Ack=2725 Win=267520 Len=1240 [TCP PDU reassembled in 83636]"
"83751","71.658139","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=5540904 Ack=2725 Win=267520 Len=1240"
"83797","71.670144","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=5578104 Ack=2725 Win=267520 Len=1240"
"83893","71.689080","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=5637624 Ack=2725 Win=267520 Len=1240"
"84175","71.740798","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=5839744 Ack=2725 Win=267520 Len=1240"
"84234","71.752886","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=5870744 Ack=2725 Win=267520 Len=1240"
"84557","71.818657","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=6060464 Ack=2725 Win=267520 Len=1240 [TCP PDU reassembled in 84564]"
"84604","71.827598","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=6096424 Ack=2725 Win=267520 Len=1240 [TCP PDU reassembled in 84629]"
"84651","71.836787","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=6132384 Ack=2725 Win=267520 Len=1240"
"84690","71.843167","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=6155944 Ack=2725 Win=267520 Len=1240"
"84713","71.846795","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=6177024 Ack=2725 Win=267520 Len=1240"
"84723","71.848269","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=6181984 Ack=2725 Win=267520 Len=1240"
"88829","81.166491","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2193 [ACK] Seq=143083 Ack=26130 Win=245760 Len=1240"
"88985","81.197200","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2193 [ACK] Seq=272043 Ack=26130 Win=245760 Len=1240 [TCP PDU reassembled in 89005]"
"89127","81.224911","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2193 [ACK] Seq=363803 Ack=26130 Win=245760 Len=1240"
"89164","81.232142","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2193 [PSH, ACK] Seq=371243 Ack=26130 Win=245760 Len=1240"
"89171","81.234536","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2193 [ACK] Seq=378683 Ack=26130 Win=245760 Len=1240"
"89173","81.234541","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2193 [ACK] Seq=381163 Ack=26130 Win=245760 Len=1240"
"89212","81.241052","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2193 [PSH, ACK] Seq=393563 Ack=26130 Win=245760 Len=1240"
"90088","81.410433","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2193 [ACK] Seq=957651 Ack=26130 Win=245760 Len=1240"
"90136","81.418530","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2193 [ACK] Seq=991131 Ack=26130 Win=245760 Len=1240"
"90344","81.457139","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2193 [ACK] Seq=1117611 Ack=26130 Win=245760 Len=1240"
"90396","81.466574","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2193 [ACK] Seq=1151091 Ack=26130 Win=245760 Len=1240 [TCP PDU reassembled in 90445]"
"90783","81.546939","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2193 [PSH, ACK] Seq=1394131 Ack=26130 Win=245760 Len=1240 [TCP PDU reassembled in 90816]"
"94896","90.997113","157.240.26.35","192.168.2.103","TCP","146","[TCP Previous segment not captured] 443  >  2189 [FIN, ACK] Seq=27207 Ack=601 Win=67840 Len=0"
"95942","91.806409","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=6766646 Ack=5232 Win=265472 Len=1240 [TCP PDU reassembled in 96031]"
"96010","91.820140","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=6801366 Ack=5232 Win=265472 Len=1240 [TCP PDU reassembled in 96031]"
"96106","91.842055","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=6855926 Ack=5232 Win=265472 Len=1240"
"96133","91.847251","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=6881966 Ack=5232 Win=265472 Len=1240"
"96500","91.919556","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=7115086 Ack=5232 Win=265472 Len=1240"
"97136","92.038229","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=7547846 Ack=5232 Win=265472 Len=1240"
"97376","92.086900","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=7691686 Ack=5232 Win=265472 Len=1240"
"98204","101.465424","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=7858913 Ack=5806 Win=264960 Len=1240 [TCP PDU reassembled in 98298]"
"98360","101.491508","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=7951913 Ack=5806 Win=264960 Len=1240 [TCP PDU reassembled in 98379]"
"98643","101.556300","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=8108041 Ack=5806 Win=264960 Len=1240"
"98647","101.558014","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=8110521 Ack=5806 Win=264960 Len=1240"
"98663","101.565209","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=8116721 Ack=5806 Win=264960 Len=1240"
"98683","101.569108","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=8127881 Ack=5806 Win=264960 Len=1240"
"98721","101.576473","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=8148961 Ack=5806 Win=264960 Len=1240"
"98960","101.626943","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=8285361 Ack=5806 Win=264960 Len=1240 [TCP PDU reassembled in 99008]"
"98995","101.634027","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=8310161 Ack=5806 Win=264960 Len=1240 [TCP PDU reassembled in 99008]"
"99036","101.641909","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=8342401 Ack=5806 Win=264960 Len=1240 [TCP PDU reassembled in 99169]"
"99058","101.646878","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=8356041 Ack=5806 Win=264960 Len=1240 [TCP PDU reassembled in 99169]"
"99131","101.663899","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=8385801 Ack=5806 Win=264960 Len=1240 [TCP PDU reassembled in 99169]"
"99533","101.744443","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=8627601 Ack=5806 Win=264960 Len=1240 [TCP PDU reassembled in 99577]"
"99993","101.836775","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=8904121 Ack=5806 Win=264960 Len=1240"
"100179","101.878661","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=9012001 Ack=5806 Win=264960 Len=1240 [TCP PDU reassembled in 100206]"
"100398","101.926515","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=9155841 Ack=5806 Win=264960 Len=1240"
"107862","110.967215","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=9512469 Ack=6380 Win=264448 Len=1240"
"108219","111.043948","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=9745589 Ack=6380 Win=264448 Len=1240 [TCP PDU reassembled in 108231]"
"108257","111.060708","142.250.191.138","192.168.2.103","TCP","1386","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=9756749 Ack=6380 Win=264448 Len=1240"
"108262","111.062410","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=9761709 Ack=6380 Win=264448 Len=1240"
"108422","111.098080","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=9858429 Ack=6380 Win=264448 Len=1240 [TCP PDU reassembled in 108432]"
"108465","111.106735","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=9889429 Ack=6380 Win=264448 Len=1240 [TCP PDU reassembled in 108485]"
"108618","111.135991","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=9982429 Ack=6380 Win=264448 Len=1240"
"108877","111.189736","142.250.191.138","192.168.2.103","TCP","1386","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=10139909 Ack=6380 Win=264448 Len=1240"
"109045","111.224791","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=10231669 Ack=6380 Win=264448 Len=1240"
"109056","111.226401","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=10244069 Ack=6380 Win=264448 Len=1240 [TCP PDU reassembled in 109136]"
"109103","111.237182","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=10267629 Ack=6380 Win=264448 Len=1240 [TCP PDU reassembled in 109136]"
"109109","111.238745","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=10273829 Ack=6380 Win=264448 Len=1240 [TCP PDU reassembled in 109136]"
"109181","111.254807","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=10329629 Ack=6380 Win=264448 Len=1240"
"109322","111.289626","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=10408989 Ack=6380 Win=264448 Len=1240 [TCP PDU reassembled in 109385]"
"109368","111.300570","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=10437509 Ack=6380 Win=264448 Len=1240 [TCP PDU reassembled in 109385]"
"109415","111.307903","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=10466029 Ack=6380 Win=264448 Len=1240 [TCP PDU reassembled in 109425]"
"109740","111.374801","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=10642109 Ack=6380 Win=264448 Len=1240"
"118352","121.353361","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=11068019 Ack=6954 Win=263936 Len=1240 [TCP PDU reassembled in 118382]"
"119841","121.648332","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=11963187 Ack=6954 Win=263936 Len=1240 [TCP PDU reassembled in 119861]"
"120129","121.701886","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=12142987 Ack=6954 Win=263936 Len=1240 [TCP PDU reassembled in 120168]"
"120498","121.776121","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=12357507 Ack=6954 Win=263936 Len=1240 [TCP PDU reassembled in 121171]"
"120546","121.862349","192.168.2.103","142.250.191.138","TCP","146","[TCP Previous segment not captured] 2193  >  443 [ACK] Seq=51256 Ack=1516670 Win=262144 Len=0"
"121110","130.294383","142.250.191.138","192.168.2.103","TCP","146","[TCP Previous segment not captured] 443  >  2193 [ACK] Seq=1518561 Ack=58294 Win=220160 Len=0"
"121619","131.593268","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [ACK] Seq=12674227 Ack=7528 Win=263424 Len=1240"
"121640","131.596372","142.250.191.138","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  2201 [PSH, ACK] Seq=12676707 Ack=7528 Win=263424 Len=1240"
